DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,PARTB_UNGS_FACILITY_NAME,PARTB_INTER_INTRA,PARTB_UNIT_ID,PARTB_LOCATION_LATITUDE,PARTB_LOCATION_LONGITUDE,PARTB_LOCATION_STATE_ABBR,PARTB_LOCATION_STATE_NAME,PARTB_LOCATION_COUNTY,PARTB_EIA_GAS_FIELD_CODE,PARTB_WORKING_GAS_CAPACITY_BCF,PARTB_BASE_GAS_CAPACITY_BCF,PARTB_TOTAL_GAS_CAPACITY_BCF,PARTB_VOL_WTHDRWN_AT_FCLTY_BCF,PARTB_VOL_INJCTD_AT_FCLTY_BCF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
3/1/2022,2017,20180584,881,13750,NORTHERN NATURAL GAS CO,Redfield,Inter,87237,41.68386,-94.16413,IA,Iowa,DALLAS,592506,42.4,91.35,133.75,34.4,34.99,SUPPLEMENTAL,3/12/2018,6/22/2018
3/1/2022,2017,20180588,588,13840,NORTHWEST NATURAL GAS CO,Mist,Intra,88165,46.0212,-123.27065,OR,Oregon,COLUMBIA,9,15.94,12.64,28.58,10.47,11.36,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180612,612,15007,PACIFIC GAS & ELECTRIC CO,Los Medanos,Intra,88725,38.02347,-122.00376,CA,California,CONTRA COSTA,013,17.95,11.19,29.14,6.93,6.93,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180612,612,15007,PACIFIC GAS & ELECTRIC CO,McDonald Island,Intra,88724,37.99096,-121.47647,CA,California,SAN JOAQUIN,077,82,54.57,136.57,32.55,27.79,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180612,612,15007,PACIFIC GAS & ELECTRIC CO,Pleasant Creek,Intra,88723,38.54552,-122.00211,CA,California,YOLO,113,2.25,5.08,7.33,1.22,1.06,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180401,401,15105,PANHANDLE EASTERN PIPELINE CO,Borchers North,Inter,87263,37.21224,-100.35417,KS,Kansas,MEADE,119,28.37,35.08,63.45,16.19,14.78,INITIAL,3/4/2018,3/4/2018
3/1/2022,2017,20180401,401,15105,PANHANDLE EASTERN PIPELINE CO,Howell,Inter,88166,42.55577,-83.87361,MI,Michigan,LIVINGSTON,093,17.75,13.41,31.16,9.61,9.78,INITIAL,3/4/2018,3/4/2018
3/1/2022,2017,20180401,401,15105,PANHANDLE EASTERN PIPELINE CO,North Hopeton,Inter,88167,36.72524,-98.69177,OK,Oklahoma,WOODS,151,3.5,14.6,18.1,2.24,2.43,INITIAL,3/4/2018,3/4/2018
3/1/2022,2017,20180401,401,15105,PANHANDLE EASTERN PIPELINE CO,Waverly,Inter,87262,39.59145,-89.98056,IL,Illinois,MORGAN,137,5,46.62,51.62,5.26,4.38,INITIAL,3/4/2018,3/4/2018
3/1/2022,2017,20180654,654,15329,PEOPLES GAS LIGHT & COKE CO,Manlove,Intra,88722,40.28333,-88.41666,IL,Illinois,CHAMPAIGN,9843,38.2,142.18,180.38,33.13,32.8,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180722,742,15350,PEOPLES NATURAL GAS COMPANY LLC,MURRYSVILLE,Intra,88168,40.46067,-79.7059,PA,Pennsylvania,ALLEGHENY,0004352,1.53,1.72,3.25,1.64,1.45,INITIAL,4/3/2018,4/3/2018
3/1/2022,2017,20180382,761,15359,BLACK HILLS ENERGY,Bunker Hill,Intra,88169,42.27321,-107.493,WY,Wyoming,CARBON,103353,0.85,1.17,2.02,0.29,0.25,SUPPLEMENTAL,3/2/2018,4/13/2018
3/1/2022,2017,20180382,761,15359,BLACK HILLS ENERGY,East Mohoney,Intra,88170,42.1905,-107.26829,WY,Wyoming,CARBON,000719,0,0,0,0.03,0,SUPPLEMENTAL,3/2/2018,4/13/2018
3/1/2022,2017,20180382,761,15359,BLACK HILLS ENERGY,Kirk Ranch,Intra,88171,42.42341,-107.86839,WY,Wyoming,FREMONT,009805,0.54,0.94,1.48,0.35,0.24,SUPPLEMENTAL,3/2/2018,4/13/2018
3/1/2022,2017,20180382,761,15359,BLACK HILLS ENERGY,Oil Springs,Intra,88172,41.99157,-106.26666,WY,Wyoming,CARBON,520968,4.35,15.04,19.39,1.25,1.05,SUPPLEMENTAL,3/2/2018,4/13/2018
3/1/2022,2017,20180382,761,15359,BLACK HILLS ENERGY,Stockton,Intra,88173,35.52382,-93.97962,AR,Arkansas,FRANKLIN,424210,5.75,8.25,14,1.31,2.01,SUPPLEMENTAL,3/2/2018,4/13/2018
3/1/2022,2017,20180382,761,15359,BLACK HILLS ENERGY,Woolsey,Intra,88174,35.52905,-93.82398,AR,Arkansas,FRANKLIN,764509,2.69,4.7,7.39,2.74,2.55,SUPPLEMENTAL,3/2/2018,4/13/2018
3/1/2022,2017,20180723,743,15476,PEOPLES GAS COMPANY LLC,HUGHES,Intra,88175,40.67647,-79.70944,PA,Pennsylvania,BUTLER,0006490,0.02,0.05,0.07,0.04,0.03,INITIAL,4/3/2018,4/3/2018
3/1/2022,2017,20180723,743,15476,PEOPLES GAS COMPANY LLC,KINTER,Intra,88176,40.714,-79.08113,PA,Pennsylvania,INDIANA,0006490,0.4,1.15,1.55,0.16,0.16,INITIAL,4/3/2018,4/3/2018
3/1/2022,2017,20180723,743,15476,PEOPLES GAS COMPANY LLC,PORTMAN,Intra,88177,40.85369,-79.85844,PA,Pennsylvania,BUTLER,0006490,0.09,0.09,0.18,0.28,0.25,INITIAL,4/3/2018,4/3/2018
3/1/2022,2017,20180723,743,15476,PEOPLES GAS COMPANY LLC,VARDY,Intra,88178,40.90454,-79.84111,PA,Pennsylvania,BUTLER,0006490,0.07,0.05,0.12,0.06,0.03,INITIAL,4/3/2018,4/3/2018
3/1/2022,2017,20180423,423,15790,PONTCHARTRAIN NATURAL GAS SYSTEM,Grand Bayou Storage,Intra,88179,30.0135,-91.11609,LA,Louisiana,ASSUMPTION,007,1.6,1,2.6,4.99,4.53,INITIAL,3/5/2018,3/5/2018
3/1/2022,2017,20180587,587,15931,PUBLIC SERVICE CO OF COLORADO,Asbury Creek,Intra,88181,39.27492,-108.62204,CO,Colorado,MESA,027088,4.59,1.22,5.81,0.89,0.89,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180587,587,15931,PUBLIC SERVICE CO OF COLORADO,Fruita,Intra,88180,39.28461,-108.66782,CO,Colorado,MESA,259068,0.32,0.04,0.36,0.03,0.04,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180587,587,15931,PUBLIC SERVICE CO OF COLORADO,Roundup,Intra,88182,40.11125,-104.08224,CO,Colorado,MORGAN,616060,16.08,2.98,19.06,2.41,1.82,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180381,381,17620,ROCKY MOUNTAIN NATURAL GAS CO INC,Wolf Creek,Intra,88183,39.31158,-107.40225,CO,Colorado,PITKIN,776236,2.36,6.17,8.53,1.13,0.95,INITIAL,3/2/2018,3/2/2018
3/1/2022,2017,20180641,641,18472,SEMCO ENERGY GAS COMPANY,Collins,Intra,88184,42.6714,-82.58722,MI,Michigan,SAINT CLAIR,153988,1.46,0.89,2.35,1.2,1.1,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180641,641,18472,SEMCO ENERGY GAS COMPANY,Lacey,Intra,88185,42.47141,-85.20886,MI,Michigan,BARRY,393525,0.18,0.08,0.26,0.15,0.12,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180641,641,18472,SEMCO ENERGY GAS COMPANY,Lee 11,Intra,88186,42.40706,-84.85254,MI,Michigan,CALHOUN,3273,0.63,0.34,0.97,0.63,0.66,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180641,641,18472,SEMCO ENERGY GAS COMPANY,Lee 2,Intra,88187,42.42192,-84.86133,MI,Michigan,CALHOUN,3265,0.63,0.26,0.89,0.68,0.58,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180641,641,18472,SEMCO ENERGY GAS COMPANY,Morton,Intra,88188,42.92639,-82.47362,MI,Michigan,SAINT CLAIR,9849,2,1.61,3.61,2.1,2,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180661,663,18484,SOUTHERN CALIFORNIA GAS CO,Aliso Canyon,Intra,88721,34.30911,-118.55263,CA,California,LOS ANGELES,010456,86.2,81.52,167.72,0.44,8.68,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180661,663,18484,SOUTHERN CALIFORNIA GAS CO,Honor Rancho,Intra,88720,34.44743,-118.5869,CA,California,LOS ANGELES,330773,27,20.99,47.99,25.05,25,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180661,663,18484,SOUTHERN CALIFORNIA GAS CO,La Goleta,Intra,88719,34.4213,-119.8196,CA,California,SANTA BARBARA,391270,21.5,24.59,46.09,10.51,10.29,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180661,663,18484,SOUTHERN CALIFORNIA GAS CO,Playa Del Rey,Intra,88718,33.96272,-118.43803,CA,California,LOS ANGELES,559845,2.4,4.46,6.86,4,4.03,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180602,1026,18508,SOUTHERN INDIANA GAS & ELECTRIC CO,Midway Storage Field,Intra,88189,37.99393,-87.15663,IN,Indiana,SPENCER,472745,1.2,2.41,3.61,0.65,0.85,SUPPLEMENTAL,3/13/2018,1/22/2019
3/1/2022,2017,20180602,1026,18508,SOUTHERN INDIANA GAS & ELECTRIC CO,Monroe Storage Field,Intra,89196,38.59946,-87.3703,IN,Indiana,KNOX,481899,4.43,1,5.43,0.83,0.78,SUPPLEMENTAL,3/13/2018,1/22/2019
3/1/2022,2017,20180602,1026,18508,SOUTHERN INDIANA GAS & ELECTRIC CO,Oliver Storage Field,Intra,88190,38.02658,-87.82156,IN,Indiana,POSEY,523975,1.4,1.81,3.21,0.83,1.04,SUPPLEMENTAL,3/13/2018,1/22/2019
3/1/2022,2017,20180562,864,18516,SOUTHERN NATURAL GAS CO,Muldon,Inter,88191,33.70512,-88.66081,MS,Mississippi,MONROE,492967,36,92.82,128.82,23.69,23.31,SUPPLEMENTAL,3/9/2018,6/20/2018
3/1/2022,2017,20180644,644,19125,TEAVEE OIL & GAS INC,Teavee Oil and Gas Storage Field,Intra,88192,38.45439,-82.05104,WV,West Virginia,PUTNAM,5825,0.07,0.14,0.21,0.05,0.06,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180586,586,19160,TENNESSEE GAS PIPELINE COMPANY,Hebron,Inter,88193,41.8514,-77.9993,PA,Pennsylvania,POTTER,313512,17.3,12,29.3,16.15,15.37,INITIAL,3/12/2018,3/12/2018
3/1/2022,2017,20180321,341,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",Accident,Inter,87286,39.63926,-79.33901,MD,Maryland,GARRETT,2210,18.3,45.7,64,16.58,17.82,INITIAL,3/1/2018,3/1/2018
3/1/2022,2017,20180521,521,19270,"TEXAS GAS TRANSMISSION, LLC",Alford Storage Field,Inter,87255,38.51147,-87.21692,IN,Indiana,PIKE,009557,0.91,1.6,2.51,0.59,0.54,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180521,521,19270,"TEXAS GAS TRANSMISSION, LLC",Dixie Storage Field,Inter,87271,37.67125,-87.67992,KY,Kentucky,HENDERSON,193812,3.01,4.68,7.69,2.49,1.7,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180521,521,19270,"TEXAS GAS TRANSMISSION, LLC",Graham Lake Storage Field,Inter,87272,37.25752,-87.25605,KY,Kentucky,MUHLENBERG,283842,1.3,2.5,3.8,0.14,0,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180521,521,19270,"TEXAS GAS TRANSMISSION, LLC",Hanson Storage Field,Inter,87273,37.41641,-87.41512,KY,Kentucky,HOPKINS,303692,5.59,6.5,12.09,5.01,3.57,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180521,521,19270,"TEXAS GAS TRANSMISSION, LLC",Leesville Storage Field,Inter,87256,38.84672,-86.31807,IN,Indiana,LAWRENCE,408220,1.79,2,3.79,3.8,0.92,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180521,521,19270,"TEXAS GAS TRANSMISSION, LLC",Midland Gas Storage Field,Inter,87274,37.28966,-87.29022,KY,Kentucky,MUHLENBERG,472280,65.18,71.14,136.32,52.64,39.8,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180521,521,19270,"TEXAS GAS TRANSMISSION, LLC",Oaktown Storage Field,Inter,87257,38.88412,-87.49382,IN,Indiana,KNOX,517999,0.3,0.75,1.05,0.22,0.15,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180521,521,19270,"TEXAS GAS TRANSMISSION, LLC",West Greenville Storage Field,Inter,87275,37.20443,-87.20439,KY,Kentucky,MUHLENBERG,289732,4.18,4.12,8.3,3.71,1.83,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180521,521,19270,"TEXAS GAS TRANSMISSION, LLC",Wilfred Storage Field,Inter,87258,39.19668,-87.34354,IN,Indiana,SULLIVAN,768942,1.98,2.81,4.79,1.08,1.01,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180001,1662,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Eminence Dome,Inter,88194,31.5963,-89.41918,MS,Mississippi,COVINGTON,223786,8.65,4.96,13.61,24.36,23.69,SUPPLEMENTAL,2/5/2018,9/15/2020
3/1/2022,2017,20180001,1662,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Washington Storage Field,Inter,87287,30.66947,-92.02113,LA,Louisiana,SAINT LANDRY,750240,75,45,120,27.35,31.36,SUPPLEMENTAL,2/5/2018,9/15/2020
3/1/2022,2017,20180403,2025,19730,TRUNKLINE GAS CO,Epps,Inter,87288,32.6176,-91.58361,LA,Louisiana,WEST CARROLL,123,12.93,29.85,42.78,10.4,8.9,SUPPLEMENTAL,3/4/2018,3/11/2021
3/1/2022,2017,20180613,982,22189,PUGET SOUND ENERGY,Jackson Prairie Storage Facility,Inter,88195,46.5352,-122.83619,WA,Washington,LEWIS,0,24.6,22.3,46.9,29.8,28.92,SUPPLEMENTAL,3/13/2018,11/20/2018
3/1/2022,2017,20180655,657,22476,ATMOS ENERGY CORPORATION - KY/MID-STATES (KENTUCKY),Bon Harbor,Intra,88196,37.79302,-87.17223,KY,Kentucky,DAVIESS,079544,0.78,1.3,2.08,0.2,0.25,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180655,657,22476,ATMOS ENERGY CORPORATION - KY/MID-STATES (KENTUCKY),Grandview,Intra,88197,37.69411,-86.92696,KY,Kentucky,DAVIESS,284927,0.31,0.35,0.66,0.15,0.15,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180655,657,22476,ATMOS ENERGY CORPORATION - KY/MID-STATES (KENTUCKY),Hickory School,Intra,88198,37.66557,-86.94039,KY,Kentucky,DAVIESS,320852,0.5,0.85,1.35,0.15,0.15,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180655,657,22476,ATMOS ENERGY CORPORATION - KY/MID-STATES (KENTUCKY),Kirkwood Springs,Intra,88199,37.26019,-87.72788,KY,Kentucky,HOPKINS,381788,0.25,0.4,0.65,0.46,0.45,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180655,657,22476,ATMOS ENERGY CORPORATION - KY/MID-STATES (KENTUCKY),St. Charles,Intra,88120,37.19855,-87.5676,KY,Kentucky,HOPKINS,673074,2.69,3.42,6.11,0.7,0.76,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180660,662,22655,"WBI ENERGY TRANSMISSION, INC.",Baker,Inter,85775,46.40016,-104.2626,MT,Montana,FALLON,035847,164.43,122.77,287.2,14.58,12.39,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180660,662,22655,"WBI ENERGY TRANSMISSION, INC.",Billy Creek,Inter,88201,44.12271,-106.73342,WY,Wyoming,JOHNSON,064880,0.54,2.4,2.94,0,0,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180660,662,22655,"WBI ENERGY TRANSMISSION, INC.",Elk Basin,Inter,88202,44.98298,-108.85931,WY,Wyoming,PARK,218981,28.38,34.83,63.21,10.39,8.26,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180607,607,26330,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",Stuart Storage Facility,Intra,88203,34.876,-96.12146,OK,Oklahoma,HUGHES,685505,6,6,12,2.29,2.35,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180607,607,26330,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",Wetumka,Intra,88204,35.13884,-96.16988,OK,Oklahoma,HUGHES,287314,18,7.87,25.87,22.11,21.12,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180421,421,30026,BAY GAS STORAGE CO. LTD.,Bay Gas Storage,Intra,88205,31.25613,-88.01368,AL,Alabama,WASHINGTON,460979,21.95,8.15,30.1,26.31,23.34,INITIAL,3/5/2018,3/5/2018
3/1/2022,2017,20180323,343,30028,"EGAN HUB STORAGE, LLC (SPECTRA ENERGY PARTNERS, LP)",Egan,Inter,87285,30.25931,-92.57269,LA,Louisiana,ACADIA,215648,24.23,7.3,31.53,72.01,65.79,INITIAL,3/1/2018,3/1/2018
3/1/2022,2017,20180402,402,30786,LEE 8 STORAGE PARTNERSHIP,Lee 8,Intra,88206,42.40079,-84.925,MI,Michigan,CALHOUN,025,3.16,0.6,3.76,2.37,2.3,INITIAL,3/4/2018,3/4/2018
3/1/2022,2017,20180326,823,30963,"SALTVILLE GAS STORAGE COMPANY, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Early Grove,Inter,88207,36.65131,-82.30082,VA,Virginia,WASHINGTON,211424,1.4,1.9,3.3,0.73,0.61,SUPPLEMENTAL,3/1/2018,6/15/2018
3/1/2022,2017,20180326,823,30963,"SALTVILLE GAS STORAGE COMPANY, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Saltville,Inter,88208,36.86194,-81.77137,VA,Virginia,WASHINGTON,15921,4,2.2,6.2,10.67,9.65,SUPPLEMENTAL,3/1/2018,6/15/2018
3/1/2022,2017,20180604,604,31130,DCP MIDSTREAM,Spindletop Storage,Intra,88209,30.02307,-94.0816,TX,Texas,JEFFERSON,245,14.52,8.54,23.06,1.98,2,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180061,61,31226,JEFFERSON ISLAND STORAGE AND HUB LLC,"Jefferson Island Storage and Hub, LLC",Intra,88210,29.98833,-91.99335,LA,Louisiana,VERMILION,113,5.73,2.03,7.76,5.85,4.05,INITIAL,2/9/2018,2/9/2018
3/1/2022,2017,20180645,645,31286,"ONEOK GAS TRANSPORTATION, LLC",Depew Storage Facility,Intra,88211,35.74619,-96.51078,OK,Oklahoma,CREEK,188952,22.15,34.15,56.3,18.77,14.45,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180645,645,31286,"ONEOK GAS TRANSPORTATION, LLC",Edmond Storage Facility,Intra,88212,35.74914,-97.67493,OK,Oklahoma,KINGFISHER,214586,21.38,25.37,46.75,16.21,14.29,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180645,645,31286,"ONEOK GAS TRANSPORTATION, LLC",Haskell Storage Facility,Intra,88213,35.75528,-95.72833,OK,Oklahoma,MUSKOGEE,309272,7.59,5.61,13.2,2.09,0.2,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180645,645,31286,"ONEOK GAS TRANSPORTATION, LLC",Osage Storage Facility,Intra,88214,36.18031,-96.02497,OK,Oklahoma,OSAGE,529036,1.55,1.23,2.78,0.52,0,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180632,632,31287,WILD GOOSE STORAGE LLC,Wild Goose,Intra,88717,39.348,-121.81706,CA,California,BUTTE,768136,75,11,86,35.26,31.21,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180325,345,31425,ENBRIDGE PIPELINES (TEXAS GATHERING) L.P.,Pickton,Intra,88215,32.99024,-95.36647,TX,Texas,HOPKINS,554962,16.04,3.96,20,0.02,0,INITIAL,3/1/2018,3/1/2018
3/1/2022,2017,20180546,546,31451,KINDER MORGAN TEXAS PIPELINE CO,North Dayton,Intra,88216,30.10523,-94.99317,TX,Texas,LIBERTY,183162,11,5.63,16.63,15.36,12.52,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180633,633,31528,"SALT PLAINS STORAGE, LLC",Salt Plains,Intra,88217,36.98635,-98.04907,OK,Oklahoma,GRANT,11248,15,7.27,22.27,3.18,2.51,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180647,647,31534,"ONEOK TEXAS GAS STORAGE, LLC",Felmac Storage Facility,Intra,88218,32.8991,-102.4579,TX,Texas,GAINES,238583,1.88,2.1,3.98,1.14,1.49,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180647,647,31534,"ONEOK TEXAS GAS STORAGE, LLC","Loop G.S.U. 9-28GC, 10-28GC, 11-28GC aka Salado Storage Facility",Intra,88219,32.8923,-102.462,TX,Texas,GAINES,426947,2.12,1.53,3.65,7.5,6.94,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180647,647,31534,"ONEOK TEXAS GAS STORAGE, LLC",Loop Storage Facility,Intra,88220,32.8997,-102.4594,TX,Texas,GAINES,426876,0,0.69,0.69,0.06,0,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Bunola,Inter,88221,40.23151,-79.91688,PA,Pennsylvania,ALLEGHENY,103446,3.79,3.51,7.3,5.95,5.38,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Comet,Inter,88222,39.31101,-80.17679,WV,West Virginia,TAYLOR,155941,3.28,2.02,5.3,2.2,2.49,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Finleyville,Inter,88223,40.25805,-79.96417,PA,Pennsylvania,WASHINGTON,241428,0.46,0.34,0.8,0.38,0.35,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Gamble-Hayden,Inter,88224,40.21609,-79.85625,PA,Pennsylvania,ALLEGHENY,263914,1.03,1.01,2.04,0.91,0.88,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Hayes,Inter,88225,39.52954,-80.45409,WV,West Virginia,MARION,311132,0.15,0.05,0.2,0,0,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Hunters Cave,Inter,88226,39.92457,-80.29333,PA,Pennsylvania,GREENE,339950,3.07,3.64,6.71,1.05,0.97,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Logansport,Inter,88227,39.5176,-80.43634,WV,West Virginia,MARION,423063,2.22,1.48,3.7,1.63,1.99,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Maple Lake,Inter,88228,39.29098,-80.19089,WV,West Virginia,TAYLOR,445487,0.98,1.42,2.4,0.81,0.6,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Mobley,Inter,88229,39.58672,-80.55809,WV,West Virginia,WETZEL,479915,4.65,2.75,7.4,5.37,6.37,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Pratt,Inter,88230,39.94842,-80.11035,PA,Pennsylvania,GREENE,571347,3.99,5.31,9.3,1.32,1.85,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Rager Mountain,Inter,88231,40.42137,-78.93785,PA,Pennsylvania,CAMBRIA,582872,7.87,3.74,11.61,7.7,6.98,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Rhodes,Inter,88232,38.95411,-80.48407,WV,West Virginia,LEWIS,597885,4.57,5.13,9.7,3.57,3.61,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Shirley,Inter,88233,39.37691,-80.79343,WV,West Virginia,TYLER,652900,1.9,1.9,3.8,1.21,1,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Skin Creek,Inter,88234,38.99393,-80.47136,WV,West Virginia,LEWIS,659635,1.13,1.04,2.17,0.57,0.89,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Swarts,Inter,88235,39.64487,-80.27014,WV,West Virginia,MONONGALIA,692023,1.35,1.26,2.61,0.9,0.85,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Tepe,Inter,88236,40.29127,-79.9256,PA,Pennsylvania,ALLEGHENY,701449,0.64,0.64,1.28,0.44,0.55,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Truittsburg,Inter,88237,41.06665,-79.28517,PA,Pennsylvania,CLARION,719222,1.63,1.15,2.78,2.23,2.61,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180658,660,31604,EQT MIDSTREAM,Webster,Inter,88238,40.16734,-79.81375,PA,Pennsylvania,WESTMORELAND,754542,0.65,0.33,0.98,0.3,0.27,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180441,441,31618,ENTERPRISE PRODUCTS OPERATING LLC,Wilson Gas Storage,Intra,88239,29.29126,-95.93696,TX,Texas,WHARTON,481,12.99,6.52,19.51,17.89,15.64,INITIAL,3/5/2018,3/5/2018
3/1/2022,2017,20180461,461,31632,NORTHWESTERN CORPORATION,Box Elder Storage,Intra,88240,48.31383,-109.29058,MT,Montana,BLAINE,084938,2.9,5,7.9,0.24,0.53,INITIAL,3/5/2018,3/5/2018
